"","Plasmablast","NaiveB","MemoryB","NaiveCD4T","MemoryCD4T","NaiveCD8T","MemoryCD8T","NKT","NKcells","Dendritic","CMonocytes","NMonocyte"
"SLAMF7",0.5620439099939,0.0529286026890546,0.10704596671167,0,0.0152563309035836,0,0.341173734219219,0.421692539188736,0.547585075271862,0.244569405438815,0.0423301114439694,0.250677568138543
"SEL1L3",1.14379128037983,1.09020210151843,0.0549546548713056,0.0956052810953352,0.28601865832651,0.0658535396397555,0.311306372809981,0.259200958019116,0.2611302091136,0.612158226345546,0.0366363021488248,0.0345213525008125
"RPL30",2.70400099285848,4.21492636585262,3.64637380924213,4.56131637474213,4.32074646166314,4.40204855879406,4.11515418139264,3.91008595559703,3.57248019248651,3.89045884129338,3.44315558080767,3.45885120992535
"CD37",0.694391403291283,3.16372341754164,1.66290565563326,1.66567507515568,1.71047288262567,1.51783662102477,1.65050772060919,1.80787066156914,1.80431703402404,2.3534281045378,1.88864163768709,1.96829080941646
"AC012236.1",0.488663795222983,0.144806453506855,0,0,0.00118186307975995,0,0,0,0,0.0345788568576921,0.00295718533632617,0
"NT5DC2",0.745508463303444,0.0143904560838575,0.0957023562935625,0.00145292456361173,0.0140909950349839,0,0.00727760228530733,0.0133600915191788,0.0182892561769138,0.0923558704373733,0.0714263576728298,0.0269522705825774
"PPP1R14A",0.819700823664716,0.606190485859954,0.193440257909005,0,0.00471909455759839,0,0.00243175701114537,0,0,0.612158226345546,0.00767056735172061,0
"ITGB7",1.47044726521409,0.50651612377707,0.613774157945346,0.381049321754689,0.699264860540924,0.449323957394543,0.776354034653562,0.986270810747766,1.15139673119202,0.545611275246609,0.138605115710456,0.056890805878052
"IGHA2",4.64419464154975,0.862776017015952,0,0.0187253289916155,0.0518476557335086,0,0.0590873497686442,0.052401677911621,0.0362500144524165,0.376645472863926,0.0445985886166504,0.0231461365207212
"SPATS2",0.745508463303444,0.0833912332388519,0.151175818987632,0.0537789012782307,0.0574460109175218,0.0868750380602954,0.0951495863141885,0.0650840113209944,0.0740924589198067,0.123931836821986,0.0513733066718993,0.0154901307808076
"RPL32",2.84503424875277,4.27532433732305,3.85329719994556,4.62946041681379,4.36115810267046,4.60581938833141,4.09957344057619,3.89241213092858,3.53381253053187,4.00713900057376,3.57109504836396,3.49253892483649
"HM13",1.46384279139334,0.32505312520815,0.650467859937044,0.283030491771998,0.525092998015064,0.27585841279915,0.576112768079999,0.538150490796203,0.549362630414823,0.6473006632106,0.880732000494355,0.92352171693633
"RPS27",2.94829796929664,4.65697386296705,3.67891370157445,4.84594114744636,4.62659691557334,4.71158634308004,4.476392404319,4.27481246677378,4.04326962570338,4.214492727248,3.41615636909415,3.62657133419934
"NUCB2",1.12226782861782,0.193750853809603,0.277726685488575,0.954153086616198,0.534838159056067,1.27722432887224,0.686152793159875,0.6564996929073,0.597893079308586,0.509279338608391,0.286452535140387,0.168413634715725
"GNG7",0.772327007451472,0.754687690828476,0.156557598337514,0.034300487977803,0.0233758778833719,0.0658535396397555,0.0216758180267244,0,0.00307153282941635,0.631054419283764,0.0491201631198929,0.0154901307808076
"CD27",1.69018870748619,0.434080840333353,0,1.27111404567656,1.17404182345891,1.21860315234245,0.920093094053121,1.0399813108686,0.068362943253858,0.446567705691677,0.029760659193123,0.0345213525008125
"COBLL1",0.476880876843056,0.633484394756687,0,0,0.00236233100789659,0,0.00243175701114537,0.0265440416723065,0,0.60016417450742,0.003547574456498,0.0116400347199912
"ITGB2",0.506081873378119,1.200790697958,2.12754904697074,1.17754668406998,1.56704709394486,0.976963055134335,1.95720133127366,2.27232992630955,2.5349609510495,1.87140922681953,2.60568066356181,2.45333005329603
"PLPP5",0.957042576367447,1.43758879694842,0.198599892620499,0.102190602742152,0.186133601411101,0.0224365006217206,0.223763967957618,0.194905200508277,0.192487691555205,0.251433361513476,0.129800410058729,0.0859590183538507
"TPD52",0.876920180114878,0.954748966856233,0.0309024012530662,0.138287828687917,0.269898258564259,0.0868750380602954,0.311306372809981,0.172520607728928,0.143071885409361,0.349110550472999,0.00943237375719512,0.0154901307808076
"CCR10",0.736406701728852,0.0215087648842075,0.012475787560129,0.00435245601591437,0.247992013398748,0,0.0192904658137539,0.0265440416723065,0.0152641814649167,0.0260455918920911,0.00943237375719512,0.0193254604358567
"RPS12",3.10289625502039,4.43528266097815,3.88513612226129,4.89129696719455,4.69671298760865,4.95819455255168,4.47153428292986,4.21583983005994,3.83834608173217,4.24855161598706,3.66882796783392,3.7531050257753
"DUSP1",0.840514165103954,2.21449440056676,2.94423188387214,1.96959676136,2.10363259925396,1.97014342293612,2.52527212823482,1.85525749040291,1.82882352171422,2.46448308229797,3.43245852022049,3.07963931304115
"MYBL2",0.415789153100994,0.169578068064165,0,0,0.019904141591986,0,0,0.0133600915191788,0.00613366022663245,0.205951627176704,0.000592137076661307,0
"LILRB4",0.665367293719636,0.0108122096982868,0.427580243031664,0,0.00354140707439046,0.0224365006217206,0,0.0265440416723065,0.00307153282941635,0.711928632905359,0.451705470102032,0.485156362619873
"TSC22D3",0.978803126767638,2.54706199727262,1.38324885139224,1.94412169168265,2.2002454758186,1.62166810840746,1.98701661012542,2.03745600770901,1.74701179708159,1.56214695615636,1.80874301823119,1.83866420634289
"FOS",0.684809995963203,2.30450333802437,3.74439965237553,3.19173367580497,2.67039867228711,3.40941447805592,2.88422098038201,1.66590631106919,2.05432876477862,3.33075620416637,3.98657015406999,3.29495669879763
"HERPUD1",1.8235573360812,1.18318784035602,1.39886654071985,0.694043085439593,0.858638745225495,0.896971667793823,0.987615013402702,0.880548444344599,0.874059281268003,1.73141491682247,1.29748366581144,1.03487229277165
"HSH2D",0.85685845749725,0.637323415700721,0.238945716137901,0.0701779289564406,0.155227616206863,0.0443806315355487,0.295125531831181,0.649499358406641,0.858536454559573,0.358373355205076,0.248375112521111,0.357181266672608
