"","Bcells","Others","Tcells","Monocytes"
"FAM129C",0.866105094803978,0.435294525888341,0.153427721790634,0.175314233635009
"SAMHD1",0.794135221600752,0.931262481108757,0.865220534588816,0.823292042017299
"STRBP",0.857586017191893,0.390050150782862,0.372916738249074,0.241732255244175
"CD7",0.476179365102689,1.21500985451337,1.00004458364221,0.346272359762948
"TNFRSF13C",0.982463464437894,0.481167768944122,0.272112915682145,0.178463223914408
"IL4R",1.13108404266815,0.443230335346863,0.525474998610862,0.518558431051061
"TCF4",0.839409844974786,0.726928392643597,0.193017273083644,0.443129643724189
"GZMM",0.467130130859923,1.17589301957539,0.983383787881927,0.235922919551202
"FOS",1.60063759664503,1.48157279155128,1.48074864122731,0.688138910628387
"LAT",0.377160815302076,0.915459677444578,0.907547111806626,0.301943248533445
"ISG20",1.02880642111228,0.939163670143977,0.911299388740192,0.463953433748074
"CYB561A3",0.944818509211722,0.682345853014919,0.47990436109076,0.534212042390753
"PLEKHF2",0.867361438568848,0.501506437978075,0.457801231800688,0.483241966151653
"ARL4C",0.729178386805786,1.07111677933317,0.985598454762644,0.679597390382422
"FCRL2",0.836864436826726,0.267849064950319,0.15564380358421,0.149443777233994
"ACTB",0.754963402537237,0.824694183508288,0.845704785073644,0.511945483247574
"LINC02397",0.797071089901313,0.264841027497137,0.1,0.132257212570905
"EZR",0.904304805261181,0.81103797047568,0.808448038186773,0.680541667762829
"RGS10",0.63801164130924,0.685244909361728,0.88576188992639,0.733394563598016
"YBX3",1.09880406865873,0.489124348329078,0.430165656496691,0.875052059124919
"ACTG1",1.15965242011935,0.871601506011139,0.884130824951641,0.669854046658164
"IFITM2",0.806225678713561,1.08059351512519,0.961546367335018,0.870994310419484
"AGTRAP",0.47691861095259,0.850951737155379,0.572071233059727,0.793281068037838
"STAG3",0.777877842587364,0.319559921746661,0.307893523015131,0.212886310663781
"ZAP70",0.410333814393157,1.05758405684489,0.846904975427422,0.250608786487402
"POU2AF1",0.723603593370249,0.337306782399069,0.193165528640484,0.141666598250347
"NOSIP",0.664205567494045,0.750306608086624,1.00738419011549,0.621956450815332
"IER2",1.28863099434414,1.10679237373117,1.18435132409541,0.907429063454083
"MYO1F",0.652901785106816,1.04477244966414,0.851197106856049,0.754603468932483
"PDLIM1",0.826092975931958,0.632504754017265,0.285144124184549,0.201492190486575
"HHEX",0.816549057307601,0.46351423263636,0.198578774358653,0.664669459522223
"PRKCB",0.956287688917514,0.944621587327788,0.79934425658536,0.791887065047378
"CXCR4",1.15444650679159,0.941486714782296,1.04796904413743,0.795483543455805
"FAM30A",0.895498615422232,0.421917855651997,0.169779242303151,0.141172079689498
"NEAT1",1.22338191596321,1.07827958661759,1.10414833213794,0.628197711661981
"CD3G",0.337841119343,0.58194501349424,0.931839363540639,0.256307788358188
"TSPO",0.904179893598169,0.949818836654341,0.881835321721618,0.626449120651849
"GZMA",0.620478682870897,1.4083511477588,1.24064610344603,0.290850560259148
"AFF3",0.790434201638458,0.376014601739423,0.281374037396329,0.228243018415353
"MT2A",0.493242559808308,1.07966650283203,0.872093687675591,0.782906158278988
"CIITA",0.80935963866763,0.50124831628282,0.222588855647865,0.613430216224549
"TCF7",0.487761528397697,0.49144674983291,0.950410160248204,0.338765405407565
"CD1C",0.747949791751554,0.551162446159919,0.132300886403769,0.334303797946424
"FCER1G",0.81481606965036,1.29189459245454,0.4908427465607,0.755157110704366
"BIRC3",0.891541954207239,0.508996616962573,0.651132162712955,0.438307127597157
"REL",0.896991057218203,0.747361898646997,0.567868770763315,0.742317566106899
"TCOF1",0.819689888081464,0.600848352066114,0.515815343911902,0.533704498708468
"LTB",1.31240834742968,1.05142693982555,1.18166255707015,0.585949539617628
"BLNK",0.732833852719504,0.374228613178667,0.137637573432651,0.183177241691368
"TYROBP",0.997031286933346,1.02518188731734,0.635271426351273,0.496629572752006
"LINC00861",0.312135297594102,0.817679727180135,0.845970938941239,0.221723689686687
"CEBPD",0.569925039771161,0.75411253551423,0.558495507097855,0.915119748112115
"LCP1",0.904249935512427,0.975005638438191,0.937678971592743,0.649852278717424
"MS4A6A",0.68249119966329,0.687668967135922,0.261324534039795,0.882888498178306
"ARRB2",0.591106089398014,0.854934235606449,0.756289587869631,0.766485211887097
"ID2",0.884474948379546,1.09426162463551,0.973604919128367,1.05411810738594
"SOCS3",0.407589295201852,0.334668626639633,0.76732882467941,0.820608893707551
"RARRES3",0.609794221633618,1.09067770355516,0.92136719018588,0.623423214861799
"CD2",0.46326585964271,1.07256617997566,0.952647582562795,0.284082522968003
"SWAP70",0.889978788694786,0.474075125895067,0.226942635714928,0.455614282089515
"MCL1",0.846460988120619,0.924726605724443,0.880095026335972,0.812335646485092
"CD22",0.957886022250274,0.362009556934146,0.13653767570736,0.207423191709445
"SMIM14",0.871690412035752,0.620809510896026,0.448456765566548,0.637966513142856
"FOSL2",0.340181119839356,0.554334800047136,0.487950018533013,0.834722974939542
"SERPINA1",0.396302663407894,0.404390613589993,0.22333376321773,0.758135824922451
"CD14",0.360899530660122,0.331727895915186,0.2192194444292,0.934981398830998
"BASP1",0.876276489591312,0.581868554835885,0.190520751714375,0.706768654969098
"UPP1",0.356518597023485,0.789688176252238,0.713988596186858,0.746647366018825
"TOB1",0.558192008926874,0.696603000120673,0.871675042656065,0.760717555344723
"ITGAM",0.366386806022087,0.807224359826706,0.38793879465846,0.828375949271054
"IGLC2",2.05252627168632,0.712771336549168,0.292472459717697,0.303198405775515
"FLNA",0.821617299317519,1.05184769757333,0.950947435876838,0.751742330175075
"BRI3",0.77688277578721,0.78496274943767,0.695585150695224,0.648628218564328
"GLIPR2",0.518013550447083,0.890551414484931,0.663983890240856,0.788935472895948
"MGAT4A",0.436441503206427,0.77299124590368,0.812563660347344,0.462699088194735
"CD93",0.281821222183151,0.291216800658081,0.193452911548253,0.841454265186801
"PKIG",0.759639863942942,0.310209943882815,0.187043643679326,0.192862362064174
"TLR10",0.733131812206065,0.360863891908806,0.134792660522071,0.210870182398384
"IGLC3",1.77949496742765,0.629772439267216,0.300047154018622,0.25836917519489
"GNG7",0.763516597222142,0.437468513256961,0.223974721149687,0.265292949365947
"RAP1B",0.880325525281214,0.961329601883719,0.93054870829358,0.822771849927601
"EFHD2",0.740797051652648,1.0550466250116,0.79387116875351,0.74710077844469
"SLC11A1",0.330963576069748,0.331764204401194,0.258724995345262,0.907712006368355
"CEBPB",0.690172460800935,0.825560644627629,0.721373847357796,0.882066006428234
"TSC22D3",1.10883128171623,1.08674493524982,1.05419103870349,0.896852423275539
"CD6",0.356596091427129,0.61504599442018,0.846393747401647,0.209999006396144
"GAPDH",1.14882733370141,0.917870031912747,0.952734462566962,0.646601899836112
"S100A12",0.33923555323831,0.303215911182621,0.211565337860825,1.25755294013401
"FCMR",0.920245303973836,0.662520845295594,0.723372229723755,0.207116999438694
"SLC2A3",0.642095366975374,0.681919051427584,0.864800541238782,1.04958652119973
"GAPT",0.872928274517164,0.531053430064986,0.157679848338824,0.648938309602497
"AIF1",0.913889179144171,0.702033730966266,0.632878363347904,0.658676396908271
"TIMP1",0.607095906342816,0.80188559341712,0.751469091014907,0.847208921601442
"MPEG1",0.598074479269168,0.51743843199549,0.173620825818399,0.776769044280432
"ORAI2",0.866031405687967,0.566878187984636,0.485502951080881,0.542401277974133
"ADGRE5",0.545914277860502,0.923764027848301,0.721989494091573,0.814961507449893
"TNFRSF1B",0.580251780573817,0.806483935654756,0.632280957370579,0.827166310138155
"TYMP",0.756710132908865,0.7890283823756,0.535168407462131,0.700085117869823
"BTK",0.777663191005508,0.405557415858929,0.179607824799916,0.636827591788141
"TRBC1",0.47970536486204,1.16580895674521,1.26719275112361,0.302523771827796
"PTPN6",0.935299767663441,0.95999069019762,0.793659466989549,0.808403354278502
"S100A8",0.699953908572862,0.62149076883339,0.392520638475968,1.45796204735259
"RORA",0.371653854272645,0.92036333373788,0.897222969542243,0.215405773056057
"PAX5",0.740112383031445,0.304824931242955,0.126930012025652,0.137625724107801
"SAT1",1.10055125713844,1.10272975155847,1.06033297905059,0.768811854596481
"FCN1",0.802630367334609,0.509204453528495,0.292841591311907,0.662195198329495
"IGHG4",0.865758359854089,0.35961534455964,0.219247810929306,0.256368875224068
"CD99",0.873882401621522,0.989357856300986,1.00848101590381,0.864581024426916
"CLEC12A",0.452050660550475,0.460771016318728,0.213678102365661,0.784426908091967
"LEF1",0.294608291325944,0.237687799358397,0.909087610670058,0.216372350806484
"NKG7",0.897886576993812,1.76153833083685,1.5185791921278,0.498226618175821
"ITM2A",0.517687219265807,0.761971500768663,0.903274285967564,0.209032640737775
"SDCBP",0.730194302198993,0.786217836172905,0.733536808163201,0.768841705243757
"TKT",0.82773917217587,0.817924330924654,0.754366426959029,0.680654423779836
"CLEC2D",1.04907692543465,0.933212151762143,0.925777075803915,0.429386653392017
"LST1",0.846683887276102,0.692556967337633,0.58876627371115,0.713797001982945
"LGALS1",1.06748037237552,1.24750914645428,0.90969260261753,0.730327119219155
"FOSB",1.19257133517885,1.08187910026066,1.15133197839408,1.10259334374554
"GLUL",0.534582423302433,0.711646262063685,0.486541191489105,0.876008461140967
"IGHG3",0.946263108994898,0.426240425015301,0.176578691131996,0.205914603826134
"DOK2",0.540183307184875,1.02397656257303,0.836190222286918,0.786205532503797
"PPP1R14A",0.735471801180456,0.410389722828,0.157834793889122,0.149730398577137
"ZYX",0.460042122726825,0.738072534055681,0.622138161175945,0.800588494843302
"CD63",0.766758444208021,1.01412857738037,0.816710687045579,0.793872927851773
"CSTA",0.53888107072945,0.460975221754107,0.187694474407431,0.773133476458955
"FCGR2B",0.766759716629623,0.494573847775685,0.157466188222012,0.30329435611503
"IGHG2",0.810232520900789,0.364259747240994,0.181530809059082,0.158182872240208
"CDC42EP3",0.444255505613411,0.732670613724417,0.622545770239222,0.825545756830026
"CST7",0.57926426867951,1.32524088841831,1.06800597439295,0.281800138589522
"GNLY",0.944799326301391,1.99445163140169,1.2553881389773,0.453339695280639
"FGFBP2",0.557151056924968,1.3828109198471,0.680332038766275,0.225918018741376
"GZMB",0.478966290525808,1.28136776779296,0.615563038646339,0.200853763355213
"KLRD1",0.530939221910642,1.27989956414881,0.845364526863602,0.234941760162945
"GZMH",0.606326938460337,1.43931279028596,0.915607710116237,0.240865038337382
"CTSW",0.637795645350176,1.33802335251193,1.13633014545917,0.257427263808737
"PRF1",0.56846360814931,1.319201087923,0.858243900062693,0.237717099246098
"CCL5",0.828027479387044,1.75725869424635,1.53709676087177,0.427547515909837
"KLRF1",0.453954660182528,1.21511018622802,0.605208371755904,0.23011605228616
"SPON2",0.500664537940603,1.33225247450911,0.563422316107699,0.251317419374068
"FCGR3A",0.463434727311673,1.2401381663664,0.559166586921651,0.899270692184981
"HOPX",0.561437993768734,1.2005529534887,0.749956328466421,0.198517208153286
"RPL32",0.535148117176437,0.562602654805434,0.485295539178205,0.422424803766979
"C12orf75",0.614767828450657,1.09347387882637,0.852174764316978,0.209619145832863
"TRDC",0.395956388386576,1.21415106838832,0.736717785197188,0.19245061490192
"RPS3A",0.496971483217349,0.585492752316914,0.514203807901322,0.440114847705568
"RPL30",0.570855263385489,0.539969190645395,0.457799401419961,0.442630547444797
"MYOM2",0.413468391620675,1.31361432279473,0.564122876275803,0.226648436064089
"CD81",0.97611515122387,1.0094230827907,0.942617350973211,0.588550495864699
"PRSS23",0.315276049599002,1.0051480875337,0.377379146653629,0.155709901425206
"RPS12",0.563820754079715,0.542446431928426,0.477869469303998,0.472110807786319
"ABHD17A",0.75451350668571,1.05410843969244,0.904267097544421,0.671290649397714
"CMC1",0.526645351989931,1.20397827521106,0.881302898780015,0.430776888700154
"RPS18",0.513188871490588,0.651207599250182,0.498034174948728,0.551622613469057
"CYBA",0.68630800499024,0.65680065918641,0.971487243175878,0.502735979542464
"APMAP",0.499188555063432,1.01760405210215,0.686245987702643,0.468695987591441
"PYHIN1",0.324360788154623,0.968220744021905,0.638346881157992,0.158087684141524
"TBX21",0.368381706448391,0.972670054646997,0.483652425226926,0.187880274821923
"COTL1",1.11729183305009,1.00097693708202,1.01509705033563,0.606050891952332
"TKTL1",0.342011373816222,1.14539325996086,0.379582818170946,0.182121052470431
"SELL",1.02814729013546,0.777683133159176,1.06709429583165,0.850126672401639
"ADGRG1",0.320062353940105,1.00355655026124,0.385827500775689,0.167908968002709
"CHST12",0.568381818497632,0.953931032264071,0.676593152547806,0.370567537264148
"CCL4",0.499506026276496,1.23304483479415,0.607709724382656,0.527842486964541
"FCRL6",0.238992705165155,0.953794051547971,0.444451966192246,0.179422358152343
"LPCAT1",0.587423093149757,0.931765152889764,0.528257650092511,0.482883844103083
"RPL10",0.422452264632088,0.484002507080798,0.406298074792637,0.488844598637548
"TTC38",0.335400573050126,0.98431779016486,0.392416120181088,0.297388860454304
"CLIC3",0.314364166769096,1.18148389776553,0.515456180404801,0.174779601855325
"RHOC",0.598624336523512,0.956216660948182,0.562371984601921,0.699293533533134
"ARPC5L",0.703824824866737,0.978415890050509,0.770644635125622,0.512317490122469
"ZEB2",0.845380512151182,1.02354422636179,0.578067129404436,0.832332695472164
"MATK",0.388172659760748,1.08627160392088,0.722649955343028,0.195740327545006
"ASCL2",0.343469042136255,0.906670660060544,0.347900035612917,0.482699116792833
"PLAC8",0.991291017360144,1.06211779989696,0.892122938400503,0.841812006726339
"APOBEC3G",0.648975164161012,1.01186064073697,0.740891253853462,0.457478510165023
"TPST2",0.539054524950521,0.980350287682132,0.656645490930352,0.616548246460739
"CEP78",0.441425019411322,0.942917831660286,0.52361706500921,0.277475517617433
"IL2RB",0.270702629148674,0.966116896431392,0.551689463269482,0.177894250481236
"LITAF",0.846973244254824,1.03580174055512,0.931512197427149,0.742917407861616
"PTGDR",0.265590523634369,0.93464790424364,0.461337999317762,0.143401183800582
"DUSP1",1.13514737426835,1.22686512770996,1.15053086872694,0.667642900381539
"IGFBP7",0.399921462669806,0.860531064877695,0.227521922643626,0.496113040380977
"C5AR1",0.211567338498694,0.19445565238409,0.176210595208263,0.912059350973634
"PPP2R5C",0.763309053790889,1.05894482579874,0.996605124847656,0.696529678743546
"CD27",0.649189534206903,0.403994898756344,0.919016621821402,0.202980367513096
"S1PR5",0.255541448652722,0.89942209576843,0.447103201175964,0.138856567357738
"RPS27",0.642277292470651,0.486701807761416,0.424235731971733,0.451666555749307
"RPS27A",0.532099659526347,0.477808067910695,0.454619147481915,0.488678381450689
"LILRA5",0.200642273140921,0.280682600036229,0.139137973181903,0.809826604840106
"NRGN",0.317564359048452,0.282384898589047,0.20470946989451,0.815283491402445
"PLEK",0.770208454850997,1.01049779572478,0.630082370194719,0.821544425102009
"CTSC",0.614624896041908,0.989762368202953,0.777441079945114,0.776601981842826
"PAXX",0.747438938004831,1.00910853524333,0.910367929259261,0.67182899683588
"NCF2",0.525871441238411,0.408469615958856,0.232085797080933,0.815991769307595
"MBP",0.693048670894808,0.991523401118124,0.81762846418083,0.694506598469585
"CFP",0.594115056580523,0.517250683282655,0.355580473949977,0.800227189335867
"IGHA2",0.908414144693507,0.406841415949284,0.283772558381136,0.269502772447232
"ALOX5AP",0.828878461187691,1.10760113410374,0.861170777264267,0.887322111262922
"SYNE2",0.613108563461188,1.04966008539932,0.919010765165162,0.239659781320318
"C4orf48",0.556271263018994,0.595790646298922,0.645114985355593,0.80794784042804
"FTH1",0.668483453409601,0.882987556412382,0.672210620687254,0.548306622106324
"METRNL",0.475258067709589,0.927752184699818,0.376180055599395,0.722551874662704
"NCR3",0.569166398293323,0.966704626018634,0.714336711278739,0.168859849090981
"RUNX3",0.609526904554582,0.970639863822376,0.752280647640721,0.456104662494033
"DSTN",0.566259253679308,0.960523960331674,0.795767397571056,0.574464455657372
"RASSF1",0.647873860643693,0.950651984907044,0.689862048096676,0.556019186089821
"DNAJB1",0.648404273493118,0.632306139498755,0.929074328719583,0.66583013450038
"SAMD3",0.294964931492251,0.949786486756234,0.690096062786694,0.193413572779961
"CLEC7A",0.408894266978972,0.3959663886473,0.223718113091069,0.801414897881842
"PRAM1",0.298625560431625,0.278374957495607,0.216222294214393,0.782239262884431
"SH2D1B",0.237206755360991,0.827711414351692,0.253286813247009,0.187173465730834
"CD160",0.247145588195416,0.882418629089321,0.384332153278839,0.13113431674356
"ITGB7",0.677032142219772,0.92533562047126,0.746311360194462,0.357023725401419
"CCR7",0.678534424445252,0.297218004635339,0.809124183752166,0.199408676777802
"NCF1",1.03687575272965,0.679578294918555,0.668691095678527,1.00478190193978
"AP1S2",0.827815344816845,0.80013163769776,0.611731583962819,0.802192223262223
"ACTN1",0.284533621611331,0.30865761215374,0.667892060861693,0.691444975912633
"CALR",0.967602026786433,1.05576785400778,0.921062000115274,0.777607481551984
"MYADM",0.637114150725894,0.559883455938405,0.638704725166373,0.867322689920204
"NFKBIA",1.21175939798321,0.983402875393538,1.10540596565439,1.08231269705448
"CYBB",0.709465188057903,0.50344292079269,0.195235855960466,0.742471647729113
"NAMPT",0.666669737201918,0.511392047105291,0.49482504497262,0.91988211529578
"RCAN3",0.483416950918224,0.320652617203182,0.829712455845367,0.384428982944456
"SLC9A3R1",0.560900418502799,0.993985971497115,0.810645818261388,0.64160453416579
"SGK1",0.450754727178471,0.385444115542872,0.423359452847298,0.907434480118254
"PECAM1",0.391593489610252,0.377022483889079,0.415472867394293,0.802800385206129
"FTL",0.659175094100729,0.780400127289439,0.753875628791706,0.41350946135796
"PLAUR",0.428640020678012,0.356555015031047,0.2512110333757,0.907096511958392
"FKBP1A",0.847352176504496,0.890525206662683,0.813907870521723,0.766336385361216
"CLEC2B",0.781688862263496,1.00650124657566,0.879210590078566,0.757126946317946
"SPI1",0.804359584170095,0.618033107564493,0.215368465865062,0.75323451891907
"ZFAND5",0.714783009673156,0.662096383962303,0.651053138224638,0.817281664792125
"S100A9",1.01899288804033,0.788045910470463,0.508353444865891,1.26177346811869
"PIK3IP1",0.724502916755142,0.652167403378687,0.910532175880536,0.461797734821562
"CFD",0.353285241629815,0.323320736093065,0.278621624539793,0.807528671108742
"IL2RG",0.843392940551608,1.01358746485474,0.920980536909114,0.468490220009977
"KLF4",0.770328891730242,0.562953510086341,0.317002289725869,0.894498387585146
"PPT1",0.646550680859604,0.627251847144284,0.601072796323476,0.780074549632637
"ABI3",0.443386084326641,0.95279309005051,0.503379774526883,0.662460247755412
"FCGRT",0.771485687272796,0.681727354495575,0.559293867303785,0.728366878888931
"MNDA",0.843604461542592,0.639105520352353,0.240117293136795,0.729445022721579
"IFNGR2",0.754477917609472,0.372758925890931,0.390470249330223,0.781296013339565
"ANPEP",0.195736633939669,0.255964071485225,0.15921810920015,0.832309805772405
"APLP2",0.812935873157345,0.696373329210837,0.460665802384676,0.772085979303882
"CD300A",0.441071599406709,0.93200296618367,0.482784345976065,0.645850111519949
"GRN",0.84436986501611,0.820626985779033,0.412910088832524,0.704570392890168
"ZFP36L1",0.968633380082709,0.909571333485472,0.851192764088457,0.999364736197839
"AC020656.1",0.26599877337701,0.46105232845818,0.230305503394551,1.00460554662202
"C1orf162",0.910684250125218,0.858655083247468,0.767744902428001,0.774951411908616
"ANXA5",0.761073315052127,0.737047827064972,0.707179703177966,0.799683503105937
"CD36",0.410784991711567,0.442636621349492,0.193152841831484,0.862397933172227
"XBP1",0.822351029990674,1.03920411502934,0.893100265915224,0.726014357112984
"LYZ",1.69819466240383,1.30131082030792,0.527943141779583,0.738563838942251
"C1orf21",0.216695917763915,0.832195646291995,0.373690946263217,0.176069673674338
"AQP3",0.405949597343953,0.320864167757707,0.870257147451275,0.218632305330499
"TIMP2",0.410515347976495,0.327079744505609,0.243968174938645,0.769741577150953
"BLVRB",0.541382982123264,0.532732476046024,0.402815947796267,0.797384528358505
"TNFAIP2",0.4815655922635,0.355914918060866,0.218305747036597,0.857381663366638
"NA",NA,NA,NA,NA
"CD68",0.486753262674368,0.534309516941056,0.23411527364161,0.780208479334543
"CST3",1.44430420712837,1.34150144776856,0.346696767886394,0.510797150316192
"FGL2",0.696407635777425,0.75576984587123,0.308945029685493,0.80374598720738
"CTSS",0.97741425792029,0.952889041441215,0.715205656132542,0.507773066611545
"VCAN",0.589105353839824,0.438984867163942,0.263697454460278,1.02015897578223
"GSTP1",1.03911406791954,1.03262675963711,0.83344853827604,0.687381859502512
"PSAP",0.893440800814684,0.895985313382677,0.644097250497605,0.679266583194006
"TRBC2",0.904768796332475,1.04015691863691,1.11219154677345,0.338901757054646
"FGR",0.747024334364029,0.937708649764479,0.452128735643652,0.767685570046347
"LYN",0.825864158721365,0.762349455844989,0.28134204040122,0.829250283191447
"OAZ1",0.745057957852511,0.80988213946408,0.856610507578179,0.459156658731942
"PLBD1",0.444820151509809,0.381508071633254,0.162901091197893,0.896931087632396
"CD302",0.342755440891204,0.401714583314053,0.193660816035852,0.800644927240874
"JAML",0.679674789122152,0.5973342797077,0.587894142524601,0.807626412717738
"CSF3R",0.393928272979334,0.327238774930998,0.2462118350656,0.843554149134991
"RGS2",0.695518515277976,0.740267246028183,0.532903522527922,0.989983151471798
"PYCARD",0.79035519093967,0.888661584588533,0.658043060215838,0.737824240150561
"SLC7A7",0.426245360267758,0.30029465763562,0.161836547256632,0.787436883002
"RHOB",0.864817334284612,0.741962504358871,0.488159421300648,0.95407782985002
"ATP6V0B",0.83862765364821,0.877099963387785,0.721328615760231,0.749316309695374
"DMXL2",0.242169249290558,0.281378274736563,0.194084436931599,0.795168819618602
"LMO2",0.586583620515909,0.425529183206141,0.160038075629283,0.7687511907509
"TNFSF13B",0.495075297068786,0.447381619162267,0.357293934223482,0.814193314737353
"EVL",0.958786671979069,1.05854139655601,0.914501092109257,0.61372443412351
"CTSZ",0.947662539769944,0.810757628115355,0.453286989163821,0.806732822147058
"CPVL",0.774178093225824,0.657816188207941,0.202468364320202,0.90787927476989
"RAB32",0.503225976706637,0.476553840199169,0.177704527786434,0.779554945503707
"ASAH1",0.783804207356482,0.805175487987163,0.643450678628732,0.762458019306494
"KCTD12",0.54822545500624,0.429013128967539,0.233323906151942,0.842279589462682
"LILRB3",0.279696015763725,0.313232500536304,0.186449104574378,0.762322590891737
"CD163",0.281412955835729,0.236256699976769,0.151761853048369,0.765287106033336
"RNF130",0.64475735046822,0.689136983964544,0.416034720801207,0.764392018878584
