"","Bcells","Others","Tcells","Monocytes"
"IGHG4",1.85424142238022,0.152481673976888,0.0196834313854103,0.0363578676260394
"CD99",1.09487878951748,1.89016022107802,1.47479063038725,1.2408895893422
"CLEC12A",0.447755055539663,0.417192696820813,0.0234793353660096,1.62351866752891
"LEF1",0.0783292482265474,0.0442590132056656,0.959780128962313,0.0313865228481227
"NKG7",1.06851222157064,3.7586351356331,2.04993451424995,0.343130686175309
"ITM2A",0.25950332270939,0.531996374036518,1.01995095559969,0.0253881013374882
"SDCBP",0.727709707018598,0.799960358755342,0.650926656116938,1.70011881636262
"TKT",1.08115446634358,1.01830181299507,0.735964989284404,2.35259616166466
"CLEC2D",1.10474312136907,0.881912736189712,1.22204994514145,0.19598158518464
"LST1",1.17977009094801,0.852251614567406,0.384802991135233,2.58113996968995
"LGALS1",1.84081455684189,2.14889312262604,0.936676333475954,2.6532120369804
"FOSB",1.9558832925248,1.65168759647349,1.89553971585414,2.6602494824848
"GLUL",0.363860704895498,0.561334779025204,0.236767656984655,1.29048989536127
"IGHG3",2.08839863585343,0.255749875144701,0.00916978290752232,0.0168282688513412
"DOK2",0.541448192279214,1.28225680281474,0.828620995657576,1.11526109217734
"PPP1R14A",0.551099549218807,0.29828327267277,0.00242126483651949,0.00666316395557942
"ZYX",0.33646239564191,0.640706172437599,0.41918248020717,1.15719157976735
"CD63",0.979417889419195,1.79620113335631,0.778925775882612,1.58537857885783
"CSTA",0.611157847041633,0.463796798177904,0.0149181987415408,1.75290208438672
"FCGR2B",0.662098392346144,0.423138378811277,0.00531906528128463,0.0776452598890689
"IGHG2",2.7626697770815,0.384460474736183,0.00916978290752232,0.00512944665036304
"CDC42EP3",0.250895177890826,0.524525280831731,0.41150130538725,1.02683151220986
"CST7",0.400503235753864,2.43083579737254,1.12207981582243,0.0613342850967678
"GNLY",1.30630369505265,4.13812765963472,1.82343866790292,0.263408190436692
"FGFBP2",0.337784240399734,2.38021645576285,0.512852641485913,0.0348690574694285
"GZMB",0.234918508586899,2.45568199562435,0.403760673123096,0.0213690704639861
"KLRD1",0.305567493325667,2.19368027916289,0.704587367569202,0.0398231622180223
"GZMH",0.42258951906067,2.41849975013681,0.879792155894461,0.0467179333382862
"CTSW",0.480353278044986,2.4611033653202,1.30045916558276,0.0457358717423366
"PRF1",0.37537687286178,2.31891587012188,0.757107730030052,0.0353655738463228
"CCL5",0.874676753555278,3.229049379803,2.09628275435226,0.254676355650446
"KLRF1",0.211214348174215,1.91580300539983,0.362446649983069,0.0303892812849983
"SPON2",0.26377976608807,1.94779777189169,0.322868697173877,0.0417979524003028
"FCGR3A",0.22165412356113,1.9441778106071,0.336467055749345,1.14220644456798
"HOPX",0.270866781125507,1.70078429057276,0.620633268661077,0.0198577597558354
"RPL32",3.98881305703991,3.75626891557342,4.40920226977487,3.56108984275373
"C12orf75",0.51635191256534,1.57751151790839,0.804190532506219,0.0258893463654195
"TRDC",0.147776499709186,1.70605708889533,0.608043061925913,0.0193534815243656
"RPS3A",3.99004703186736,3.84734571648983,4.37576198652835,3.58167975264215
"RPL30",3.88769657483637,3.71577903817757,4.36318726005571,3.44523796544027
"MYOM2",0.168329978525556,1.40007058613026,0.329516640260835,0.0248866049369744
"CD81",1.20172402174638,1.72848284050049,1.16245629642804,0.470415153817345
"PRSS23",0.0766155063771144,0.953477697243478,0.114840722820897,0.00666316395557942
"RPS12",4.12383951229311,4.02791201199437,4.72052858530956,3.68034806707909
"ABHD17A",0.673494325776967,1.78836138248095,1.07604483391375,0.666957202725041
"CMC1",0.339104340190316,1.46529375512261,0.793941943739637,0.225143850910669
"RPS18",4.01904825281789,3.77421304726863,4.33781933811581,3.38129693593284
"CYBA",2.72551830736113,3.10910892109966,2.01428914793559,3.09045372304696
"APMAP",0.343054215677734,1.21474950152881,0.492913774134339,0.268925375582487
"PYHIN1",0.0919344698997911,0.926610494179396,0.41470896813229,0.0112502524459321
"TBX21",0.113655617950343,0.904877577597071,0.21158265359384,0.0122667542701779
"COTL1",2.00094958754081,1.72073948976519,1.38257695771654,2.89236827038269
"TKTL1",0.0969890821516624,1.09201512537811,0.15175565655934,0.00870446809176238
"SELL",1.27316307175137,0.8990014679472,1.34577456090823,1.04327164300882
"ADGRG1",0.081747946278055,0.987089721048332,0.123019715513147,0.0112502524459321
"CHST12",0.457177769237103,0.987764053142913,0.468935672477515,0.151463187303457
"CCL4",0.396774293407159,1.76167226346455,0.370512463612082,0.40262710425812
"FCRL6",0.0434836462681081,0.830400478644002,0.166230457940617,0.0122667542701779
"LPCAT1",0.300095662676891,0.793432115585062,0.255718116555186,0.268139067461672
"RPL10",4.47094844344765,4.35253300301063,4.83685441182752,4.01789214202105
"TTC38",0.115307095258029,0.950683323932045,0.129003822361691,0.0781209899807805
"CLIC3",0.0885504784170087,1.54483941170316,0.24666670213577,0.0137895722360273
"RHOC",0.427432034491495,1.07794717541287,0.298707245977581,0.657142884426285
"ARPC5L",0.579507005620641,1.15896317190213,0.696163807541604,0.329537691814371
"ZEB2",0.931705662800315,1.47899857938588,0.324972826060167,1.72516527113393
"MATK",0.136531737288846,1.22010728224356,0.52869381593574,0.0223753435035559
"ASCL2",0.149372621855121,0.806446260234189,0.0916656002321917,0.283748943764172
"PLAC8",1.24796513419982,1.91340169082355,1.0305596817452,1.03014123171476
"APOBEC3G",0.532790303820447,1.20774119353209,0.60883461088441,0.291847614490215
"TPST2",0.402981494648551,1.02286818318752,0.445300712243656,0.489823772319785
"CEP78",0.149372621855121,0.841385729435991,0.255718116555186,0.0647142452567687
"IL2RB",0.0680024646758412,0.910719360193659,0.2954652118886,0.0127746179662147
"LITAF",0.992543988661589,1.72816139516637,1.18256943189997,0.753626869682651
"PTGDR",0.0540654084655757,0.81289036573407,0.186551921317938,0.00717388077150527
"DUSP1",2.37332292913557,2.140413912675,2.15433619178216,3.3924953912632
"IGFBP7",0.287673461600187,0.759289128418977,0.0296171121643025,0.299881223310925
"C5AR1",0.0291981635188767,0.0232589885354025,0.00772750089853335,1.2231887704391
"PPP2R5C",0.652501561013967,1.47029908601968,1.3285877142746,0.689145344337138
"CD27",0.758535068559375,0.241634296673558,1.15972344757142,0.0303892812849983
"S1PR5",0.0452550675489913,0.728317549651026,0.163352210742399,0.00410566005892054
"RPS27",4.23704719585662,4.11732393733465,4.67081965176293,3.44654938659689
"RPS27A",3.85471322325447,3.81751434463662,4.32685153199452,3.26201883948006
"LILRA5",0.055818200146729,0.138395807629469,0.00290481509508107,0.959606924960658
"NRGN",0.174570067314806,0.141543191551298,0.0163501543298392,1.00467058962109
"PLEK",0.841707215749818,1.47445114187866,0.400842418504279,1.2265127732934
"CTSC",0.63400988465382,1.36092929854788,0.714128201581699,1.03069178820087
"PAXX",0.664006756002071,1.4377373662926,1.0448161009459,0.614670561541923
"NCF2",0.581579505275959,0.353166808568571,0.0319678006394509,1.56505014965073
"MBP",0.604097940072018,1.26554712094223,0.828409267500663,0.726641513728977
"CFP",0.726814867266733,0.591842034354361,0.106158369480939,1.60344123495782
"IGHA2",3.07608394848939,0.190599013402968,0.0413156838024124,0.0417979524003028
"ALOX5AP",0.69774882527519,1.58198671787487,0.8611134478941,0.761342339129972
"SYNE2",0.333813452729136,1.13015018923887,1.04652010344909,0.045244479040549
"C4orf48",0.417723439518301,0.455796288276066,0.451493569437101,1.07588885391307
"FTH1",3.29340026630886,3.27135975691252,2.84499096097166,4.57263002379551
"METRNL",0.370274942019116,0.905609669437888,0.11094298976805,0.760861862368632
"NCR3",0.240757782682085,0.907802734692287,0.489947766006711,0.00870446809176238
"RUNX3",0.376648298781917,1.04856912445862,0.661741549133964,0.254676355650446
"DSTN",0.476911007320866,1.0883642624493,0.782922639317646,0.446682169468322
"RASSF1",0.453654648188314,0.978962066878459,0.500584475005138,0.405030924906231
"DNAJB1",0.57326360982166,0.464934520869027,1.18553699680693,0.61994098421769
"SAMD3",0.0868541786907811,0.849933129390872,0.513142914098634,0.0178391192530774
"CLEC7A",0.332486345280471,0.316914486283521,0.0291463106527702,1.49698254430128
"PRAM1",0.16047470813675,0.146245771222745,0.0211085844528879,1.0138552283832
"SH2D1B",0.0363664140537582,0.606753604855247,0.0417807919991475,0.0163224602101166
"CD160",0.0363664140537582,0.668918143658694,0.11872332251749,0.00359337344262336
"ITGB7",0.805133192317639,0.944367286971546,0.62919799261746,0.128211860826444
"CCR7",0.315071737607896,0.107990979817826,0.791967409058528,0.0233806049755235
"NCF1",1.38209319296163,0.78355913986762,0.513433102477616,2.05801796678021
"AP1S2",1.01157899300131,1.06305347096886,0.420138491830387,2.09407235789958
"ACTN1",0.144576592207925,0.139970737843066,0.476189664903509,0.638579155101714
"CALR",1.54989665234446,1.58310239557004,1.14994571566397,1.0106782686219
"MYADM",0.694055440372077,0.492964867511373,0.506445233409558,1.26918216632878
"NFKBIA",2.09753316616389,1.30361930996323,1.62367286159442,2.53920890875369
"CYBB",0.581579505275959,0.49627631558689,0.0220575593797823,1.92788212404134
"NAMPT",0.763725308118917,0.42668889311047,0.273209945419641,1.93822599256767
"RCAN3",0.212712434050806,0.164838018679784,0.883406227659542,0.157192517626627
"SLC9A3R1",0.438242709055214,1.10228743619503,0.768863163322618,0.519013566271065
"SGK1",0.379186311302922,0.288835857251063,0.203308496637843,1.09791528873013
"PECAM1",0.185397394455315,0.201016566443647,0.142128273727723,1.18272950504687
"FTL",3.44275610749172,3.28161243712699,2.83993288664185,4.9951139395904
"PLAUR",0.377918110230648,0.241634296673558,0.0380538551845194,1.28296255448372
"FKBP1A",1.09239742729723,1.12722269909504,0.836843621044707,1.75841147958577
"CLEC2B",0.82804710303852,1.32212529006639,0.978360373761808,0.921256760351817
"SPI1",0.94834235072001,0.792613080442885,0.0239528118388607,1.9333278535833
"ZFAND5",0.814197804363818,0.60279887692654,0.526405182579422,1.47933338604444
"S100A9",1.95273535145507,1.41688924299033,0.358727963844673,5.10690715840667
"PIK3IP1",0.398018819830157,0.417192696820813,1.13369409777412,0.270888445153958
"CFD",0.24945325524699,0.18158248238329,0.0629452389816598,1.97564400040893
"IL2RG",0.836105043595264,1.34076873284925,1.22219278111626,0.244660375889551
"KLF4",1.00074625435875,0.667990455832567,0.101788759479705,2.00099295010793
"PPT1",0.655390293181299,0.587827773942786,0.377184631971459,1.31425882032649
"ABI3",0.305567493325667,0.970081917148937,0.240205349992134,0.629029371326318
"FCGRT",1.02029499714591,0.8901220505723,0.338542795075308,1.87520415184227
"MNDA",1.20561395588029,0.875145533069162,0.0450305063079027,2.70143027463689
"IFNGR2",0.540370046679906,0.264124561835751,0.132831924369243,1.10934294692904
"ANPEP",0.0540654084655757,0.0916092259414849,0.00628313570725294,0.853951595517591
"APLP2",0.81665577715539,0.611675122160121,0.204494718854952,1.90946168812738
"CD300A",0.367714182143596,0.936593115479411,0.229856613340694,0.622979633476134
"GRN",1.19614059230634,1.15839497357154,0.165408946587996,2.20142934024866
"ZFP36L1",1.20727644951764,1.06305347096886,0.940280257181949,1.76230304017759
"AC020656.1",0.0902439055825113,0.418384664672966,0.0319678006394509,1.24829644651545
"C1orf162",1.19893620385684,1.05363098826304,0.690103237879414,1.69673138516901
"ANXA5",0.956202236704805,0.843724093315477,0.577490274794891,1.53636467604606
"CD36",0.344367381427987,0.403986412651822,0.016827017555526,1.46553279496352
"XBP1",1.43329307142745,1.29720887007582,0.95754945296108,0.772567591326757
"LYZ",3.75563873824467,2.9650808611437,0.418225553751068,5.03569473406728
"C1orf21",0.0309950491379134,0.628229391050198,0.109205775420969,0.0127746179662147
"AQP3",0.396774293407159,0.0916092259414849,0.935345291214594,0.0253881013374882
"TIMP2",0.359992320899166,0.190599013402968,0.0267889725334922,1.24474800109989
"BLVRB",0.51966127956341,0.406400563930621,0.150087973192361,1.57414790116767
"TNFAIP2",0.478059747979557,0.26273364217342,0.025844479109821,1.4974428153103
"NA",NA,NA,NA,NA
"CD68",0.42258951906067,0.541520770578483,0.0366526650461158,1.83440690332248
"CST3",2.95670851051654,2.7719398658127,0.115704826431599,3.40365533237385
"FGL2",0.936798365895863,0.792613080442885,0.0854531251131668,2.10934891742416
"CTSS",1.59448481082292,1.4291034075457,0.64127097472644,3.45995787437696
"VCAN",0.728603746748119,0.401566419139747,0.0606663342720504,2.70817182706688
"GSTP1",1.70572949587571,1.84685674809907,0.892583280949237,2.38271161640072
"PSAP",1.29672951160282,1.16406248072756,0.470754109708551,2.75364024613597
"TRBC2",0.804305047676925,1.20394704595575,2.1003862300199,0.11957949410184
"FGR",0.670657494337876,1.03451541622551,0.171962218006426,1.5331506761401
"LYN",0.796820721021753,0.776922583674683,0.0505769927072111,1.35328006024501
"OAZ1",2.47010609813034,2.40142879871178,1.98067648987917,3.10362830773037
"PLBD1",0.409150404105317,0.304977196005731,0.00916978290752232,1.29838222652312
"CD302",0.239301157651368,0.307642269115665,0.0153957451401888,1.15314170072009
"JAML",0.920704601810848,0.730063590446132,0.391708556799075,1.56880631189869
"CSF3R",0.305567493325667,0.198051180236351,0.0408503591793771,1.54397050573754
"RGS2",0.694055440372077,0.867572314753291,0.322166335869608,2.10584903028835
"PYCARD",1.03223925184676,1.13306913419403,0.519507686621821,1.80261457424871
"SLC7A7",0.301466429860324,0.154034592540711,0.00916978290752232,1.28239214711341
"RHOB",0.946906619464481,0.690928316613708,0.246287776087975,1.55108288611582
"ATP6V0B",1.11390338671685,1.10768329804457,0.641526269711735,1.74951029370744
"DMXL2",0.0697310179997816,0.0899561933833469,0.0163501543298392,1.02221643092765
"LMO2",0.602071635112498,0.390603385824405,0.0106099877346403,1.14368233075404
"TNFSF13B",0.46999071294054,0.395490689065826,0.115272867960626,1.39109158872818
"EVL",1.13376538818069,1.77126407281326,1.88359558959104,0.53510361597233
"CTSZ",1.41636630418615,1.12134188208255,0.20013834084783,1.67201646291092
"CPVL",1.17004749839703,0.929472854821732,0.0225317093492114,1.70853753013985
