"","Plasmablast","NaiveB","MemoryB","NaiveCD4T","EMCD4T","CMCD4T","TRegs","NaiveCD8T","MemoryCD8T","NKT","NKcells","mDC","pDC","CMonocytes","NMonocyte"
"HSP90B1",3.36772452066957,0.99037079137805,1.23961817057218,0.776275424554198,1.1465397308831,1.02776093426497,0.911742239628018,0.545854645598213,1.24661295895424,1.39615568005367,1.43345283835287,1.22442809039045,2.23679692596771,1.29570194205668,1.13380175833717
"CD38",1.56859809571071,0.132186667818924,0.129354303582152,0.0809630898867567,0.0175426168554319,0.0742987055528043,0.0717928288677425,0.0658535396397555,0.0311607317628342,0.248767993169057,0.377313866243771,0.09689172156414,0.164127073972558,0.0491201631198929,0.0751572148674116
"CD79A",1.9288039011535,2.88341530239992,0.0247978457703711,0.0606445411518509,0.0928851122406327,0.0586952973105087,0.105844583383926,0.166802367503943,0.0145026235092482,0.0776075153743239,0.0182892561769138,1.67857383670905,0.164127073972558,0.0158659037147594,0.0494897816209909
"HSPA5",2.37294352419964,0.725297544891531,0.931320031304342,0.712751801715663,1.02300382894348,0.981195416064367,1.01129873681237,0.747547532422641,1.30175801705281,1.25706817106884,1.40517863051198,0.957527883956439,1.62581404999541,1.15790695870799,0.990939335665748
"TENT5C",1.26940552852055,0.422273402088614,0.101390246103542,0.124261764945516,0.441165717401267,0.329168210448139,0.676827477815915,0.107463716009614,0.532763007126923,0.489890570966666,0.137725288364986,0.175781535004017,0.0196244028072359,0.0199385224057111,0.00777505810949902
"EAF2",1.48784887437928,1.13195102171616,0.310468560101514,0.0755850493131657,0.0600982461402273,0.0820100494455921,0.17065528967938,0.0868750380602954,0.0498648614635068,0.102193607783567,0.0597066442693082,0.388516739832516,0.5151082753948,0.253904320706478,0.487555975418166
"IGLL5",1.82509760074437,0.211504543213165,0,0,0,0,0,0,0,0,0.00307153282941635,0.0442257194785197,0,0,0
"ISG20",2.27680889882668,1.59860481635225,0.188253863235854,1.13266256987977,1.39722230151906,1.35980808750342,1.84402614894774,1.18448693953262,1.28438632542065,1.34842220409965,1.10968556496565,0.942224352833917,0.561381447873044,0.23488526971928,0.373431477674512
"TXNDC5",0.625309710073573,0.0215087648842075,0.012475787560129,0.00145292456361173,0.00880977586023269,0.00830364551501567,0,0,0.00485761492240704,0.0265440416723065,0.00918643961715708,0.011241144519189,0.0388710890033012,0.00472730804670763,0.00389508547679208
"XBP1",2.63179564097197,0.493328157180432,0.80494012561101,0.600457715084366,1.12570629507222,0.884455690291026,0.316388799012364,0.477867925552708,1.32338082819138,1.26088714291648,1.53719285926336,0.563838722166125,1.36942731606326,0.807931849548772,0.501833974110507
"MANF",1.40469960293571,0.30655692009109,0.263359489237465,0.314307740910942,0.452485888169872,0.484449826153034,0.598154964036988,0.434740508396784,0.653760308574296,0.464858162751715,0.784134674291846,0.222103329757418,0.987512860499361,0.308882906599348,0.315361472972448
"FKBP2",1.42096998095415,0.393353410527233,0.63062020236848,0.366038038312824,0.503682279546614,0.472825075903608,0.288891802697465,0.404919640825512,0.656289632677599,0.538150490796203,0.742555832217336,0.455227969457999,1.45624610705873,0.620596724224632,0.617716044986112
"SDF2L1",1.73832953654348,0.290426098466314,0.32870787188851,0.331154374585975,0.47658196570349,0.461063599874984,0.343149900299751,0.27585841279915,0.660071663860332,0.710805204189615,0.875342038900374,0.329309102563618,0.737165260759085,0.458094552080822,0.543484093856921
"LINC01781",0.578239540153836,0.50651612377707,0.00625734931329726,0,0,0,0,0,0,0,0,0.507610643463389,0,0.00177536038798961,0
"ERLEC1",1.16187827030659,0.231826504297856,0.229010836501562,0.180437581145079,0.263022254803739,0.241436480485925,0.201550644385855,0.166802367503943,0.30952137682976,0.289862250097427,0.360294735288519,0.253297416620457,0.441417899055381,0.20155358342779,0.229186820280904
"JUNB",0.815485662423944,2.57172715428432,3.29208047069643,3.45427581763339,3.09736492839266,3.18648368617627,3.34082365195579,3.36649838571071,3.10475554943731,2.46697080376351,2.24866540827512,2.99134942769041,1.9550649059989,3.04167064992408,2.99603509527195
"SEC61B",2.29525174059531,0.923583506012916,1.27706821061631,0.764837248102092,1.28462561361604,1.19874102403868,1.03801333030725,0.657672203054001,1.40726917788971,1.39615568005367,1.377634383072,1.1697995163945,2.72842521702308,1.30152127058399,1.17199624656176
"MAN1A1",1.01058106345577,0.0999223495968607,0.129354303582152,0.0272509283594721,0.137566725149761,0.06652743441653,0.201550644385855,0.0658535396397555,0.231520070869646,0.29987726606989,0.366710900658599,0.122219828608312,0.605607778682852,0.20300510420361,0.178258362396765
