"","Plasmablast","NaiveB","MemoryB","NaiveCD4T","EMCD4T","CMCD4T","TRegs","NaiveCD8T","MemoryCD8T","NKT","NKcells","mDC","pDC","CMonocytes","NMonocyte"
"PPT1",0.344312376547083,0.584939335622947,0.526585724925336,0.6035558264889,0.66832267019485,0.584353778701037,0.51483343095507,0.394483491675176,0.554405512160575,0.554548230479583,0.552975895854742,0.77865593688319,0.510113997125257,0.792706430744547,0.626382233062737
"CLEC12A",0.176785736213117,0.191861080773837,0.630019720640431,0.190155839814538,0.202289193086816,0.204446298613491,0.1,0.1,0.24475695579798,0.322592593206072,0.290643998589894,0.767876915753473,0.433120714738927,0.793895745991013,0.679490211701073
"FCGRT",0.420695158916654,0.563453407050046,0.514683859744128,0.652831783642204,0.483057659625331,0.51157944276183,0.470308007783483,0.555892332556949,0.486704939043669,0.486016186414482,0.336525176494656,0.991127738255526,0.644989000940083,0.732890069027292,0.650254116693556
"CLEC7A",0.270497326627052,0.230948325738688,0.63580752511477,0.213390909951272,0.211995288111477,0.231210238515486,0.338531006936453,0.169560825796312,0.238084898045081,0.216136708146657,0.211083684779754,0.705553573351482,0.215914768500117,0.809119245823741,0.70195340874051
"FGL2",0.321348923266921,0.298480627680875,0.550006033074265,0.264961689839421,0.253290189508777,0.324352563945477,0.430630886083523,0.172521512777497,0.346126631858258,0.529693420804746,0.705346170664091,0.936040440201234,0.385862242138563,0.809205984318709,0.741467640993877
"LYAR",0.381582580241521,0.459391664625626,0.389248098124366,0.414222670034085,1.01281170321977,0.759748204383738,0.639600120864024,0.356701332190261,1.00677906915812,0.823530349866363,0.948495582718175,0.46248914045604,0.430046713436312,0.498721328245939,0.479496457707735
"RAC1",0.441536448309505,0.830685322450922,0.466163624734046,0.782382114656697,0.845164694353245,0.780321234103698,0.884270534510773,0.605853637194346,0.847786991722924,0.710804311134471,0.950273628510557,0.942399824971297,0.714547829051386,0.725810409013887,0.658672754536824
"PKIG",0.1,0.800152952888682,0.209226666745217,0.221897754859517,0.173807290761509,0.166665307756085,0.1,0.321448851390478,0.1,0.1,0.142488588145072,0.557508191890268,0.339610329242532,0.195100721665081,0.165912622678322
"ENHO",0.1,0.14648582521354,0.818271697151437,0.132739329028992,0.134925924396644,0.1,0.1,0.1,0.1,0.1,0.1,0.84942021264651,0.1,0.183546006456392,0.445981875295103
"VSIG4",0.1,0.156212729905605,0.456938000073862,0.1,0.194278736929754,0.1,0.1,0.1,0.177535411867492,0.1,0.1,0.547953062438789,0.1,0.291651349313278,0.337598396820219
