"","Bcells","CD4Tcells","CD8Tcells","NKTcells","NKcells","Others","Monocytes"
"CD27",0.649189534206903,0.915246415358856,0.883904030601844,0.858601813460502,0.255692365129048,0.647892856360261,0.202980367513096
"GPCPD1",0.544479994513949,0.497803783361914,0.529207178889457,0.480453027106641,0.606156710593545,0.535374802513705,0.788120259493536
"IQGAP1",0.812331199538108,0.737702602205154,0.839633239839279,0.782013227679696,0.963342280598029,0.715430653836921,0.770734782807371
"LYST",0.737896500344128,0.463273441602303,0.673490542138074,0.65804497302989,0.691386332861928,0.617775562566855,0.81035654436855
"UBE2J1",0.824591326101258,0.4901568896282,0.566946717152769,0.523556288954302,0.588929307108801,0.736885871779201,0.739685053795215
"PTPRE",0.493031419829576,0.424941578873556,0.539204666302855,0.605860775688719,0.699837792642955,0.812108186509084,0.814185053551347
"CD300E",0.287158691405929,0.197116304073041,0.159066743184464,0.186355456026969,0.184038497646659,0.464196735094342,0.819959775863965
"FGFBP2",0.557151056924968,0.208719545124521,1.00172173033635,0.985847116139215,0.93484383935191,0.332601874876591,0.225918018741376
"CCL5",0.828027479387044,0.937877151950312,1.20706679563706,0.911083420945916,1.17511469732187,0.521162000114861,0.427547515909837
"CTSW",0.637795645350176,0.756780606480144,1.06138003413538,0.738795663728119,0.749251163991371,0.455011031609756,0.257427263808737
"TRGC2",0.301537754578646,0.547449567521373,1.08954594343234,0.864161173842382,0.743495997312069,0.231488496529943,0.164213857139535
"GZMK",0.286230165823552,0.938039135302433,1.4335194712314,1.24441721431045,0.466250928519429,0.274792269922772,0.255605053055417
"CD8A",0.243355495730731,0.479462590139198,1.08719943485531,0.858014960043542,0.390848656732574,0.190802132354474,0.185608940413659
"DUSP2",0.933776940941743,1.03537152663628,1.27525442907722,1.08293047992319,1.01453285547049,0.96717349776052,0.720591103575382
"CMC1",0.526645351989931,0.534244046155633,1.16499479903197,1.02218019403133,1.17740861386971,0.440528702346057,0.430776888700154
"KLRG1",0.363038201001085,0.583999651835083,1.03165411594119,0.857745261076021,0.962904283987601,0.306533801152243,0.234613993002787
"CD8B",0.272017173073208,0.639134477964643,1.10597440280711,0.916954335888583,0.237634636404292,0.139311279148163,0.187281420671836
"PPP2R5C",0.763309053790889,0.938821628243221,1.02305457884628,0.755472573202169,1.05240337510579,0.660085893696742,0.696529678743546
"TRGC1",0.296309444608517,0.383904734562575,1.02016891565447,0.888221352246774,0.898791970107552,0.245005156137811,0.182336770576487
"MATK",0.388172659760748,0.448526411184256,0.958626151558911,0.823652053734703,1.06139398705316,0.296930832605845,0.195740327545006
"CD81",0.97611515122387,0.837319525662808,0.961775344056208,0.737039629671107,0.953406532619048,0.73567610863225,0.588550495864699
"NCR3",0.569166398293323,0.4551907561749,1.01607910041755,0.761917900475562,0.993618685890307,0.420659389989999,0.168859849090981
"PRF1",0.56846360814931,0.453042813718033,1.07688235711827,0.830856569480504,0.820858351530394,0.346731102347215,0.237717099246098
"LYAR",0.448528277369118,0.77792359195694,1.02083524826079,0.823530349866363,0.948495582718175,0.456099205277744,0.49745127426322
"C12orf75",0.614767828450657,0.710768847052648,0.997855172200327,0.726109053681845,1.03861987080629,1.11546984163395,0.209619145832863
"SYNE2",0.613108563461188,0.859633346278256,0.987901284778553,0.860066404767195,1.05908463068334,0.452248845130642,0.239659781320318
"KLRD1",0.530939221910642,0.352104456799816,1.17779648469836,0.88504228909174,0.815087911474302,0.317490537992241,0.234941760162945
"KLRB1",0.474499681194007,1.12668923956343,1.80336861160848,1.25210156932823,1.24504681444508,0.370060569319496,0.268840779378441
"PRR5",0.369001624917307,0.556870221526064,0.877944463768976,0.729991494550558,0.916219807147014,0.372930418761086,0.304387184806614
"LINC01871",0.259203330993782,0.415708616312031,0.806550969709078,0.708579905438111,0.922539648435032,0.249773536848103,0.181196316568274
"PRAM1",0.298625560431625,0.209765915606548,0.233218335924242,0.223241406851232,0.139348641777152,0.460676316065808,0.782239262884431
"PILRA",0.371719876359124,0.194124668133509,0.207779245699869,0.205564128842834,0.25774352868237,0.531449856990459,0.773311119513359
"PAXX",0.747438938004831,0.833849049553121,0.948677830742902,0.800656661018158,1.02102645044633,0.77870926074662,0.67182899683588
"FKBP1A",0.847352176504496,0.821634737143618,0.78716553891058,0.723214641342548,0.852635453203938,0.900313088760434,0.766336385361216
"LY96",0.449003214432456,0.424976670743741,0.275472523185086,0.325745509667927,0.154826349641326,0.623139491686724,0.755996534814371
"CFP",0.594115056580523,0.387684637940094,0.1981474523613,0.364548702914387,0.201796891234418,0.887883850872597,0.800227189335867
"SH2D1A",0.250517952149533,0.635211526610325,0.84013880695515,0.742588250304338,0.736353846257074,0.216050486664193,0.168092213102389
"CAPG",0.834376307596437,0.493895318288793,0.457734617912417,0.436747883293236,0.287032380845356,0.759886703651239,0.853403808959499
"CD69",1.19254731090872,1.05746205771931,1.09253210400659,0.868956485279392,1.02672942720844,1.07121842160879,0.385032973214593
"CLEC4A",0.482449526529428,0.183082105273953,0.173977834928652,0.156947586096364,0.18608466872778,0.678763147971823,0.759666547666205
"GZMH",0.606326938460337,0.24682005559295,1.39675471102781,0.896008514968325,1.03681950028889,0.357416997329177,0.240865038337382
"SELL",1.02814729013546,1.06619888805052,0.870079844138045,0.904253144393308,0.630655023027063,0.817941280523908,0.850126672401639
"FTH1",0.668483453409601,0.664611245922662,0.698760462057015,0.508793439314469,0.763083262541367,0.730494699786432,0.548306622106324
"CD4",0.400970266826603,0.654837142077401,0.361887264137955,0.464497024610355,0.187432917087927,0.56787935449424,0.764261653441351
"XBP1",0.822351029990674,0.837232425878338,0.970461423177104,0.758964226796279,1.05809947122356,0.755531647780046,0.726014357112984
